No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
Ah Q Lianhuan Pao (Taiwan) (Unl),Fü'1üUU |.,"""| <",.ØQÈÿüNùÿ3üDÀ9Àgö9ÀföüC,9Àgö9Àg0<Ø`0<QÈÿþü&9,À,ÀföüE3ü,(unknown),33028 (0x8104),(unknown),2C6CBD77,3cc6df243e714097f1599cf618f94d0b,fcd1c7fcfb9027ae7baad9c67847ef5f1090991a,e4d9b5f7d2f7cc2f089dd35e2621fa06f79c4e79cd02ae7f338fb6bcee2ffe39
Air Buster (USA),SEGA GENESIS,(C)T-33 1991.JAN,AIR BUSTER,AIR BUSTER,GM,T-33026,0,63239 (0xF707),U,F3D65BAA,972f4f683356e33b1a4a832f41a34b87,239636cc38a865359b2deeb5f8dc3fd68da41209,5ccc81dfc2d4ca9a8fb6a9a029933be18b43fe89972750aab4a62b7bacf26189
Air Diver (Japan),SEGA MEGA DRIVE,(C)T-20 1989 NOV,ｴｱ ﾀﾞｲﾊﾞ-,AIR DIVER,GM,T-20023,0,35222 (0x8996),J,9E2D5B91,924e3ee7dc14644200c817acecc2d899,540460e95f6a82256ca2a16f347a7b6524f3053f,be6d115f383d07a4dce1f4d373d59d54377d1a6defa625303fa6dc8cff4914dd
Air Diver (USA),SEGA GENESIS,(C)T-35 1990 FEB,ｴｱ ﾀﾞｲﾊﾞ-,AIR DIVER,GM,T-35026,0,9756 (0x261C),U,2041885E,ac08a4c65e1d8d3b307ebd5331a1c285,0ea311e3ed667d5d8b7ca4fad66f9d069f0bcb77,19a7c283a25759cd50b579af831da04ec83c03399bfa977c3dc7b414e3cb0588
Air Hockey (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,6557AD66,e413d9bbad2a949de8fe26a4b1d32592,0ad5b757bde06f7bef86cf1b529b27935bfcf20a,40281a79d2f6bbc8c5473a612564e7d79ddb95849def6ac517b031ab0e6be580
Air Hockey (Europe) (Sega Reactor),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),17810 (0x4592),UEJ,630C21F1,d562d0640d8729a95f5b1d32d53e84e7,55f406b24388298a32060a4f94352f4727cbe0ca,514209014e850d0edf7b1cf8567a19c6a86f6fd4927db8257223843a2ea53b1e
Air Management - Oozora ni Kakeru (Japan),SEGA MEGA DRIVE,(C)T-76 1992.SEP,ｴｱ-ﾏﾈｼﾞﾒﾝﾄ,(unknown),GM,T-76083,20,30453 (0x76F5),J,B3DB0C71,60fb79cac46aced5e929aa8274884e6d,b4e5752453cb3e4b3f6cb4fd9ad6473b4b8addd4,20fc5fd1c289e863f5f8e27b34681b1c3a488be392b7de9e8be684205af9cb8b
Air Management II - Koukuuou o Mezase (Japan),SEGA MEGA DRIVE,(C)T-76 1993.NOV,ｴｱ-ﾏﾈｼﾞﾒﾝﾄ2,(unknown),GM,T-76143,0,4064 (0x0FE0),J,4582817B,461d82d8c84d61738c8de2dbbb543ccd,6ed89fc3302023bc95c2bba0d45fe1d30e1c5d86,06b99adb1fcf9f3ece8dea5e15c7be0197632c7cf0c755fcd5a9b37f86f15d4e
Akira (USA) (Proto),SEGA GENESIS,(C)NUFX 1991.AUG,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,GM,XXXXXXXX-XX,(unknown),0 (0x0000),U,6D32D468,ff78730a97d6e38a9c34ce8cf6f63bdb,27dbe96f5478e37e48817fb48a7a06c10f603090,b7bfeaad7109bfa3289df7f167225846545c88f0ac36fe5b04a763e14f0b429b
"Al Michaels Announces HardBall III (USA, Europe)",SEGA GENESIS,(C)ACLD 1993.FEB,(unknown),HardBall III,GM,ACLD012,0,55075 (0xD723),JUE,A4F2F011,6263d2270f97cc7e16bb380f1af28c0f,88812ae494288fbf3dda86ccc69161ad960a2e3b,bba8186e38d0d0938a439bda4fc2325c1b2c9760a643717fa4f372ebf9058fc2
Aladdin (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,MK-1058,0,42467 (0xA5E3),E,D1845E8F,9fbca26577b356e31c93ec55422697aa,42debba01ba3555f61d1e9b445542a05d01451dd,3fbaee79d52b426f554e817e70397fa51279aca0705fe6df304e7f61bfe8ec5f
Aladdin (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,G-4111,0,40114 (0x9CB2),J,FB5AACF0,d20edfb6060bd750de56f2887356f59b,43753dafd0b816c39aca87fc0788e598fb4bb4f3,121b5e2a0fc03816dc5d42e3069ef41120efc9a7d3728363c91449e762e7b7cc
Aladdin (Japan) (En) (Beta) (1993-07-31),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,MK-1058,0,11228 (0x2BDC),J,C4491714,2c7aa9230da1e5a30dc7ba9172b17592,83656905ae8acedfad507ee44802c383dd8002a4,4df16f41c29e0ec8b07de494b9787376b274589471cde343973f9e94dd6c8100
Aladdin (USA),SEGA GENESIS,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,MK-1058,0,20346 (0x4F7A),U,ED427EA9,a6fc42bd5d19e36e5d8a2d8c4f4e9d23,d21c085b8429edc2c5092cd74ef3c36d01bf987f,a3779fc77994780e80d05bb557f800110d0398d34b951baa8c0a14910014ded3
Aladdin (USA) (Beta) (1993-06-27),SEGA GENESIS,(C)VRGN 1993.SEP,THE JUNGLE BOOK,THE JUNGLE BOOK,GM,T-70196,0,62395 (0xF3BB),U,78110310,23f6f02cd09a15a9f164c63e2d17b69e,b84b231c53dffba7f48561b79562faa3f4ed2ac5,18a8e6969a5ed71568574ab09b2aff2124daf351b57b0d7b34e5d4f96cb8f020
Aladdin (USA) (Beta) (1993-07-xx),SEGA GENESIS,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,MK-1058,0,27578 (0x6BBA),U,8C60EF73,77cab03485ccda68999822813a3beafd,1f8d4f888b761a878dcc5ffe2dc7c6fef46db1ca,557a3ac7aeb56e92f02881000f125e31744f5102e3f4f19aa4e438fcf0cbfae1
Aladdin (USA) (Final Cut),SEGA GENESIS,(C)SEGA 1993.AUG,ALADDIN-REMIX,ALADDIN-REMIX,GM,MK-1058,0,27578 (0x6BBA),U,DD66B3FA,aad85dbd002f68e59bea74942011ecf1,7398bd6dc7aed3f1d819f70360593fe50491dac8,e18516722c0ff3466bf6f4d0c1092cc4bdab926c846db37876394ac300849b65
Aladdin (World) (Beta) (Disney Classic Games),SEGA GENESIS,(C)VRGN 1993.SEP,THE JUNGLE BOOK,THE JUNGLE BOOK,GM,T-70196,0,62395 (0xF3BB),U,404930F5,e0eb71385b07db716968add3852e0c5a,4723bd48634edf6cafa25f97cc7a74c5d4cbd5a8,faf95151a9aaf6d6399fd9b24da69aab4ddec32ddd03e9b91fb51ca5a3ee214f
Aladdin (World) (Disney Classic Games),SEGA GENESIS,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,MK-1058,0,20346 (0x4F7A),U,E4A7AA54,f182a37fdaec5bf065fa34ca9c468883,801151ae0ad9f4bcd032eae7a50d3b6358762056,5395305ead6ed408c5dd604f378b31d8d1f64d2da87b669438b80ecb0f7d26f0
Aladdin (World) (Ja) (Disney Classic Games),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ALADDIN,ALADDIN,GM,G-4111,0,40114 (0x9CB2),J,C4616DCB,75db93dbcacdfbe1feb261cab0b4bb7d,265537959e624b43ace42a3fd01462f3e523a94f,50dadf0cd00f8dd0da70c3672501c34fff8d585205099b9027c530e67523279c
Aladdin II (Taiwan) (En) (Unl),SEGA,(unknown),Nù&NsNù&HçþþRyÿRyÿRyÿR¹ÿT,"¹ÿg,N¹¯ÂEùÿäGùÿPpN¹FÕü ×ü",Q,QÈÿìN¹¿DLß,(unknown),32639 (0x7F7F),(unknown),BE5F9397,757fc895aa53ccfa2043c88b58b63855,9980997458dff7897009301a873cf84441f8a01f,37ff807a1edeb3c18162d36f83c9c757c3bee2bcae31e2961172cf9df1e99a12
Alex Kidd - Cheongong Maseong (Korea),SEGA MEGA DRIVE,(C)SEGA 1989.NOV,アレクスキッド  天空魔城,ALEX KIDD IN THEENCHANTED CASTLE,GM,00054004-02,(unknown),13401 (0x3459),U,5B0678FB,088bdda3f56e794f06c02eeea1c033b6,aa9f686045fe83ee5f86640e5a711f80cad16b1e,c5beb64c5f710a145670a5fe136533b72432a5ae26c836b0f30a40b50da21500
Alex Kidd - Tenkuu Majou (Japan),SEGA MEGA DRIVE,(C)SEGA 1988.DEC,アレクスキッド  天空魔城,アレクスキッド  天空魔城,GM,00054004-00,(unknown),27850 (0x6CCA),(unknown),8A5ED856,fdfc9df027de832b93d6f88e8bb2f819,0bd83099edd3938a0f127ed399cb01046e36ac32,bd412e0c8861db976e3ed7ded7389080e54fc29895e4325295297786fdac519e
Alex Kidd in the Enchanted Castle (Europe),SEGA MEGA DRIVE,(C)SEGA 1989.NOV,アレクスキッド  天空魔城,ALEX KIDD IN THEENCHANTED CASTLE,GM,00054004-02,(unknown),13401 (0x3459),U,778A0F00,cdcabca95b071e06eb278f67d700557c,b7e96b33ab1715fe265ed0de81a26dde969698d5,2350db9a337486a673dcc82e6ca9885dc47793759b5ca884607448bd0259a948
Alex Kidd in the Enchanted Castle (USA),SEGA MEGA DRIVE,(C)SEGA 1989.FEB,アレクスキッド  天空魔城,ALEX KIDD IN THEENCHANTED CASTLE,GM,00054004-01,(unknown),54225 (0xD3D1),JU,47DBA0AC,6dee3627fa7a28267efd07c51a467ad6,bbb204c1eb5ca1b6d180c32722955b2c39d2c17b,451a3cde30a36eb6b3449139f8af8ffddae4cbb73017e0c28ce09c2791e7aa7b
"Alien 3 (USA, Europe)",SEGA GENESIS,(C)T-81 1980.JAN,ALIEN 3,ALIEN 3,GM,T-081096,0,39288 (0x9978),JUE,A3B00D6E,f9e32be60028206b3716f64f2ba0ab00,1f4b969592f98d2692cb06eca550da9c03062593,03912aff49000f3ecb735f458a638696856379ef7e98b8fa8723d6cfdaef45e5
"Alien 3 (USA, Europe) (Rev A)",SEGA GENESIS,(C)T-81 1992.OCT,ALIEN 3,ALIEN 3,GM,T--81096,1,26629 (0x6805),UE,B327FD1B,793b92cd4a66921db6ca4f582a690db5,26959752d0683298146c2a89599fa598d009651b,82855025bc29a4503ff4be0febf00168b2a968ec75d41094cb58087f3aa4bdac
Alien 3 (World) (Pirate),SEGA GENESIS,(C)T-81 1980.JAN,ALIEN 3,ALIEN 3,GM,T-081096,0,39288 (0x9978),JUE,6FEBDC32,7420faf568a6582d7abbfac933819572,181c3734946631b09ffb0b8bd74626f134a466bf,e09278156573d71e4b2a55ae870b805e15c57d0819d4c2efa7e166c081d60352
Alien Cat 2 (World) (Demo) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)PSCDGAMES.COM,ALIEN CAT DEMO,ALIEN CAT DEMO,GM,00000000-00,(unknown),0 (0x0000),JUE,31D4C399,04771de766efabe9bfea5251aff6df64,2e7e32ae7b11d1606d62d5be177772eafc015f36,bb11a76c3a59d3348c1363626cf339f3ead2a63ca0ecefa3a997148a6aa7c9ce
Alien Soldier (Europe),SEGA MEGA DRIVE,(C)SEGA 1995.FEB,ALIEN SOLDIER,ALIEN SOLDIER,GM,MK-01186-00,(unknown),42539 (0xA62B),A,0496E06C,32aeea27591d0cb88dc571baa738804e,fa141778bd6540775194d77318f27d2a934e1ac1,afd4642f78ee1ae3004d630b1228e54a6e51e5dc7a991e1c192d91a41f366f71
Alien Soldier (Japan),SEGA MEGA DRIVE,(C)SEGA 1995.FEB,ALIEN SOLDIER,ALIEN SOLDIER,GM,G-004130-00,(unknown),33615 (0x834F),B,90FA1539,fd04c4616bb559e646937effdd343a09,8f6eb584ed9487b8504fbc21d86783f58e6c9cd6,5613637d267cf8d0bf3ff1e396d7929526cd5221cb8af06349528c8bedced1a0
Alien Soldier (USA) (Virtual Console),SEGA MEGA DRIVE,(C)SEGA 1995.FEB,ALIEN SOLDIER,ALIEN SOLDIER,GM,MK-01186-00,(unknown),42539 (0xA62B),U,9B1A1D7F,54d06fe70c75bf6828a503bb8ce806b0,a7c6e7d6b3df26a3ca381a170ad06efab0043c97,8637b08e68003de126324be3153e30ecfc09c9fac4908d57eb989dd205e2a6b4
"Alien Soldier (USA, Europe) (Switch Online)",SEGA MEGA DRIVE,(C)SEGA 1995.FEB,ALIEN SOLDIER,ALIEN SOLDIER,GM,MK-01186-00,(unknown),41259 (0xA12B),A,560CF8BB,64e55a0d84d37a1c4b40cefa6033868b,e2c60bab384acdba99cdd10bcedbfa1210eefa87,9b72449d9815ab1638936c440a953d1139678c2de991b001418bad2c2345b314
Alien Storm (World),SEGA MEGA DRIVE,(C)SEGA 1991.JUN,エイリアンストーム,ＡＬＩＥＮＳＴＯＲＭTM,MK,00001121-00,(unknown),43701 (0xAAB5),JUE,F5AC8DE5,b63052973d5d550087d6b36ce8487fb1,e4f8774c5f96db76a781c31476d06203ec16811a,d96bec6f16889a9cc313a1eb9e31e12022547ff6c9cceb2129db9f4adf38357e
Alien Storm (World) (SEGA Classic Collection),SEGA MEGA DRIVE,(C)SEGA 1991.JUN,エイリアンストーム,ＡＬＩＥＮＳＴＯＲＭTM,MK,00001121-00,(unknown),43701 (0xAAB5),JUE,5AB9C9F8,a7a4c8b3fee11badd96afa030b18b5c7,391300d5359a27a51aa417a5f6796e180b482e99,fec4e19e75da256f8eaca3dd7d7432953c6f274eeca4030697c05811788faf8f
Alisia Dragoon (Europe),SEGA MEGA DRIVE,(C)T-45 1992.MAR,ALISIA DRAGOON,(unknown),GM,T-45033,0,3969 (0x0F81),JU,28165BD1,0028a8f30e471dd14a20bf3e18f7529b,c8a3667631fdbd4d0073e42ada9f7199d09c0cfa,0930b77d0474e99c10690245cac12a6618b6c16420e3575379aba6e715ea797a
Alisia Dragoon (Japan),SEGA MEGA DRIVE,(C)T-45 1992.MAR,ALISIA DRAGOON,(unknown),GM,T-45033,0,33704 (0x83A8),JU,4D476722,87f6aeedef313d6d9d5126e55514d812,04cf02a0004f2eba16af781dd55b946176bb9dbf,50347db2816ede192057c121b914d4632d7f96c53a48a25dae3a70a73741a3e8
Alisia Dragoon (Japan) (Mega Drive Mini),SEGA MEGA DRIVE,(C)T-45 1992.MAR,ALISIA DRAGOON,(unknown),GM,T-45033,0,33704 (0x83A8),JU,3A6BF605,18465670f6aee7a63344410c31ca0cc4,6cdbaafbc6095f17a79fd78a57d6189c779c3c3f,a46db20aa49256ded03ebabb318ca2dc3d63e123a8ce33d7bd72eca10ef37c02
Alisia Dragoon (USA),SEGA MEGA DRIVE,(C)T-45 1992.MAR,ALISIA DRAGOON,(unknown),GM,T-45033,0,38314 (0x95AA),JU,D28D5C40,77be06102101759f30b416d80872c8da,69bf7a9ebcb851e0d571f93b26d785ca87621b01,cb4e9c98de5a048ccdddf03bcfa5d8aad678c2399f4c5651075009c59836ffd2
Alisia Dragoon (USA) (Genesis Mini),SEGA MEGA DRIVE,(C)T-45 1992.MAR,ALISIA DRAGOON,(unknown),GM,T-45033,0,38314 (0x95AA),JU,4BFDFE9C,651ba2f3cd428a9797da8314bdb5949b,f70985959d9d2cbcdae54f7e8260d3ffc9fefaa1,0fad6ed1eb698d50c2b8b72a86066d4c719e37d53cff3c09523eb463b8f292b0
"Altered Beast (Japan, USA) (En) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1989.JAN,獣王記,獣王記,GM,00054002-01,(unknown),436 (0x01B4),JU,B2233E87,1351733931c06014e45f091d25a92e29,d0713d6da20145fe9e13b56a103fce23bc6051d7,d3362f04ec9b805c57408999c8f572e5b40ab4550a0a64538b5e9783e5da86a1
"Altered Beast (Japan, USA) (En) (Sega 3D Classics Collection)",SEGA MEGA DRIVE,(C)SEGA 1989.JAN,獣王記,獣王記,GM,00054002-01,(unknown),436 (0x01B4),JU,E0764016,fdb4c5c3d6f4a6615c153a373d98304e,3f1bcf521d6c5dfc0ed392f8b7d7d926442a08db,feec1cd4fab814f6cd78877ba9e9c3d61fa4d5599dff89b665e1b83e67f4b91f
"Altered Beast (USA, Europe)",SEGA MEGA DRIVE,(C)SEGA 1989.JAN,獣王記,ALTERD BEAST,GM,00054002-02,(unknown),59547 (0xE89B),JU,154D59BB,2ed5293e46abe1e74edeb96da0e7a618,38945360d824d2fb9535b4fd7f25b9aa9b32f019,cbe8baeab2efe531a674f53bfddd0c7944cfe2dcda6446ef300f98254f8e80bc
"Altered Beast (USA, Europe) (Sega 3D Classics Collection)",SEGA MEGA DRIVE,(C)SEGA 1989.JAN,獣王記,ALTERD BEAST,GM,00054002-02,(unknown),59547 (0xE89B),JU,4718272A,e6758f18f3b51325b8b341e47ee96496,5710fe8f894700dee2eb6499328e0646f4d79ce2,b2c4ae3614783e8862638b314c0db742388184b612fc54080bd30ac5a63e4d05
AlterEgo - Remastered (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)RETROSOULS,ALTER EGO,ALTER EGO,GM,00000000-00,(unknown),52426 (0xCCCA),JUE,3BE95745,30c01f5a82b51fd7e23315dd070d5818,6f80b92b01aa35df3ea08d44225809f9d33c486b,2b550e1653029e994bcb42ce2d8f73cd800ade6ef2fef128a4466577e8f39ccd
AlterEgo (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)RETROSOULS,ALTER EGO,ALTER EGO,GM,00000000-00,(unknown),56648 (0xDD48),JUE,24BF6937,41cc6e0bc68664c61cf343c3df61843c,69e31df6b594c7116f1e8e2e040949c997c2c503,201d60c721c2ed183c58a36b50045ec7b8d1a6f245eaa14c9e03d7ce540a15b5
"Amazing Spider-Man, The - Web of Fire (USA)",SEGA 32X,(C)SEGA 1995.DEC,SPIDER-MAN,SPIDER-MAN,GM,MK-84517-00,(unknown),10638 (0x298E),F,29DCE257,a60b0838a776966e17a8f10b94baddef,7cc2ea1e10f110338ad880bd3e7ff3bce72e7e9e,567eb80a69ca1fea67f4cb64252e6a23e9bd41c3f9c4c422a6bc04dfb763509d
American Gladiators (USA),SEGA GENESIS,(C)T-83 1992.SEP,AMERICAN GLADIATORS,AMERICAN GLADIATORS,GM,T-83056,0,9080 (0x2378),U,9952FA85,8603fdc3636eed216760d7a68b3f4a02,996581f1b1f7887f3f103ed170ddd9e03ce8c74c,0c5e5d3c4c75f38c314f19b62193a1e66a3c5adf1c2ffafb38ef83ac668ac01a
Anaconda (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,46A4B658,59b812122878bc73949b3fec4127a47a,0da63150a7df5ac2ced0283b8ca6aa4aededde0a,bebf252cb735b70ebdb518a24ea6fcf00ed826c2e4753c691e4d819464993bee
Andre Agassi Tennis (Europe),SEGA GENESIS,(C)SEGA 1993.JAN,ANDRE AGASSI TENNIS,ANDRE AGASSI TENNIS,GM,T-101016-01,(unknown),51912 (0xCAC8),JE,224256C7,0d3186e5319dc2d21b14a7a2a59581ee,70fa6185a4ebbbc9a6b2c7428c489ba5303859b0,f3171b9c9dea5b4a9a2bdaec1ac6e39fd71e02fa786001e7e355155b686b1760
Andre Agassi Tennis (USA),SEGA GENESIS,(C)SEGA 1992.SEP,ANDRE AGASSI TENNIS,ANDRE AGASSI TENNIS,GM,T-101016-00,(unknown),64631 (0xFC77),JU,E755DD51,047d17cfd2c2b4528869da29a40f34af,aadf22d36cd745fc35676c07f04df3de579c422c,e186628dd3d8a55d8910eb75e7c31c3fd70499d11ec9256aad902f7e2fba091b
Andre Agassi Tennis (USA) (Beta) (1992-08-xx),SEGA GENESIS,(C)SEGA 1992.AUG,ANDRE AGASSI TENNIS,ANDRE AGASSI TENNIS,GM,00000000-00,(unknown),56516 (0xDCC4),JUE,3BBF700D,cf1f25d730fc620fe8f1cd12a3b5a276,f4a05902002273788572fcd49502db44e5dff963,f24f0468ced46cb5257a31963cbc65a3e4e383cfae59a6a82bc6f1d74ea3ed9e
Angry Birds - Star Wars (Russia) (Aftermarket) (Unl),SEGA MEGA DRIVE,(unknown),Angry Birds Star Wars,Angry Birds Star Wars,GM,00000000-00,(unknown),0 (0x0000),JUE,B7C39426,eb3ebd839b251a73d774f0d34d394af7,aaef7bdcdcb402a2073f82f9da57fad2fba870a4,4e4323b99aae8e5d21b79a3b648eee9eae70ec2d1a93e43ca530319eb61cb0c7
Angry Birds (Russia) (En) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)FLEMTEAM 2011,PROGRAM Angry birds,2012-06-01  by zhengyaxin china xi'an,TEL:,1363289350,(unknown),12288 (0x3000),J,A7F4ACA9,26dd62c05ed4f3338a76b5e20109e04f,ebf0e1bbd37481c0c60bc3eca7f9a179ab730bc7,5109d54c160571ab192fb1d5b973e66dfd43d941593d35c570a56f254d4ba58a
Angry Birds in Russia (Russia) (Aftermarket) (Unl),SEGA MEGA DRIVE,(unknown),(unknown),(unknown),GM,00000000-00,(unknown),0 (0x0000),JUE,0A60C60A,abfd9f0f2f516bf84785b35a9b7a7393,af42954c69024db3f096ea78957300b89654214f,e916797c6c4bee0e98e9dc289535ed84de92184f232301e437957dca5ca12558
"Animaniacs (Europe) (En,Fr,De)",SEGA MEGA DRIVE,(C)T-95 1994.NOV,ANIMANIACS,ANIMANIACS,GM,T-95176-00,(unknown),64474 (0xFBDA),E,92B6F255,85b4c7b4b839e5b3614ae7b218129e12,c474d13afb04bfdb291cfabe43ffc0931be42dbc,b9079b64436b235619f78e3f2d060c61d1f1bde7f45839c85487032cc23f7769
Animaniacs (USA),SEGA GENESIS,(C)T-95 1994.NOV,ANIMANIACS,ANIMANIACS,GM,T-95176-00,(unknown),46062 (0xB3EE),UJ,86224D86,ce0a42a75a9e374cf5092f34bf6927b7,7e9d70b5172b4ea9e1b3f5b6009325fa39315a7c,31fbf9d442d578c43788a024336639648d5c7dab4502636e127190c991ff3604
Aniversario (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,EBA40875,07a3fd6a66369aa8a2344141992545c2,1605f92367ac742fa80437f5842424e50f583a5b,506f304d39b2f4dd9134ef643db4d96f32d5612905ffe562d5347b1701046905
Another World (Europe),SEGA MEGA DRIVE,(C)T-70 1993.MAR,ANOTHER WORLD,ANOTHER WORLD,GM,T-70106-000,(unknown),12985 (0x32B9),EUR,E9742041,8cc928edf09159401618e273028216ea,9d98d6817b3e3651837bb2692f7a2a60a608c055,0c5911c38de0cd24f155d7eeaba7aea3c21f3df88ca602881cb6dd6af69d0d5a
Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan),SEGA MEGA DRIVE,(C)T-76 1993.JAN,蒼き狼と白き牝鹿・元朝秘史,(unknown),GM,T-76103,0,23352 (0x5B38),J,10BE1D93,9111580bdb40e4ac83a4c3f023b17628,0de0f798f636285da2b4d248f9894bf975b45304,bb5d6eaa1ca79ed37f80011629736f09f3d3fa2f6ec571e5444c947f2949bbc5
Aquaduto (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,65350 (0xFF46),U,2E399179,4248a8df30fc0d2bd74f216b1b751b9f,16d7c9d7da171818d0d30d594d8158b97d5afd22,861653df0bdfc8b4131d69bd6af07f55c5fe054dcec895d850cdf3f1f35a3825
"Aquatic Games Starring James Pond and the Aquabats, The (USA, Europe)",SEGA GENESIS,(C)T-50 1992.JUL,The Aquatic Games,The Aquatic Games,GM,T-50436,0,5641 (0x1609),U,400F4BA7,0eec7f8771ca70ad5ace3d46cb4be9d4,3bbd0853099f655cd33b52d32811f8ccb64b0418,2dda22ce8dcbfd8d70d0047dc6b0ba986f5adabc8cae09b451b17d1b6ce7d194
"Arcade Classics (USA, Europe)",SEGA GENESIS,(C)SEGA 1996.MAR,Arcade Classics,Arcade Classics,GM,MK-1715,0,43809 (0xAB21),F,8AED2090,1c0b65d3cc82f56f7ad05ce63dc4d097,ec29aec7848dbcea6678adb4b31deba0a6ecf1e2,2b199ec75cf6473f7baa8fc2c2066af9defff19e1f197b3a10a533850ddd84e0
Arcade Legends Sega Mega Drive (World),SEGA MEGA DRIVE,(C)SEGA 1991 DEC,KID CHAMELEON,KID CHAMELEON,GM,MK-1010,0,9460 (0x24F4),JUE,2362F1B9,bd0fde7ef7918fcc8aa8c6504f3b6d0a,eb19fb4ba1cb61785ee990a620ddd1812999cf0d,e808e8370c12076d5c0f225a944f168ea4c2381beafb77217739ad96292774b3
Arcade Legends Street Fighter II' - Special Champion Edition (World),SEGA MEGA DRIVE,(C)SEGA 1993.AUG,STREET FIGHTERⅡ' PLUS CHAMPION EDITION,STREET FIGHTERⅡ'SPECIAL CHAMPION EDITION,GM,MK-1090,0,4175 (0x104F),E,12CAA444,a205d4aa13a499ab1599c39c277374aa,72ce8622949b64be1a3e90c9817942615e24d416,57de0045324192c15a3a7f6062e4845b83ebbc0607e0fca8dd4249298edda3d0
"Arch Rivals - The Arcade Game (USA, Europe)",SEGA GENESIS,(C)T-81 1992.MAR,ARCH RIVALS,ARCH RIVALS,(unknown),GM_T-081056,0,9011 (0x2333),UE,E389D7E7,d97ddf989c558f01a1da1f23e728f935,2bfbe4698f13ade720dbfe10cebf02fe51e5e6ef,bdebf908ba358312e71a2d5518d2e4675d7a1e6f3c91b56db561269e075afb2c
Arcus Odyssey (Japan),SEGA MEGA DRIVE,(C)T-32 1991.JUN,ARCUS ODYSSEY,ARCUS ODYSSEY,GM,T-32053,0,43260 (0xA8FC),J,41C5FB4F,607de52681638c39c080966b3c7d7f51,8e1a9a9f9ba50bca0a377bd8f795b7c9c1275815,159847500525240f4922fc3f8fc50fd0fc102f490c72ddf5bebbef258251024d
Arcus Odyssey (USA),SEGA MEGA DRIVE,(C)T-32 1991.JUN,ARCUS ODYSSEY,ARCUS ODYSSEY,GM,T-32053,0,41973 (0xA3F5),U,BC4D9B20,0cb745c9304423250a418552bc871e64,26feaafad8c464ce3fa96912c2a85c7596e5fa4e,3a2086b730f9ab9d673a555e72085c5c32956fca27dea46a8f9640e3a885ae30
Argentina Soccer 2006 (Argentina) (Pirate),SEGA MEGA DRIVE,(C)T-95 1996.SEP,INTERNATIONAL SUPER STAR SOCCER DELUXE,INTERNATIONAL SUPER STAR SOCCER DELUXE,GM,T-95196-50,(unknown),7873 (0x1EC1),C,A35C2B2F,b17b7cde78952e15e64cfb12cae76c5b,f5a342616054e1eff03e69111caff6ad9cdfa497,7d2414db6c7bec1e4e1c2713a11f3115aff14f5feda0d1847edc37529688f0aa
"Ariel - The Little Mermaid (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.OCT,ARIEL DISNEY'S THE LITTLE MERMAID,ARIEL DISNEY'S THE LITTLE MERMAID,GM,MK-1041,0,53215 (0xCFDF),U,58E297DF,4916ade6b213b1f56864239db56fef0d,201105569535b7c8f11bd97b93cbee884c7845c4,f566f6a9200765d4ba2cf6e2560c74e1a6d3bdc7f4f9f811c51d00f5a2d2c411
