No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
"Glover (Europe) (En,Fr,De)",Glover,NGVP,0 (0x00),big,3b4537794a4b89920fe6fb0739388e4545e4a7ccd57f3b4ed65d8b26859cc7ab
Glover (USA),Glover,NGVE,0 (0x00),big,363c84be17c7c11e97df6069ee8f3b205cb190f60e0c02ca223892ff7f47367a
Glover (USA) (1998-07-16) (Beta) [b],whack 'n' roll,(unknown),0 (0x00),big,556987c744fd46a26d4a23c7d2abaf24d6a37f7222c0535bc835818f14c2034c
Glover (USA) (1998-09-04) (Beta),Glover,NGVE,1 (0x01),big,7bfbdce623cdfdffcebdfc95db1317ab46de8d3189e13c790d1def46b2ff6710
"Glover (USA) (En,Fr,De) (Aftermarket) (Unl)",Glover,NGVE,2 (0x02),big,50ab53161132f657722c19e69852e69d03db0bc097732cbc245a05cd949bd822
Glover 2 (USA) (Proto 1),Glover2,NGVE,1 (0x01),big,dad6ce070cbe50be06634c6fb2d306530159c00ae628361926b60439125e3feb
Glover 2 (USA) (Proto 2),Glover2,NGVE,1 (0x01),big,a099f381d12f3b92c52ca28a4e42cfd8c57c56d27bf7a7c74606bb99db914951
Goemon - Mononoke Sugoroku (Japan),(empty),NGPJ,0 (0x00),big,3970bb8ba3089b2e4cabefc95e886ecf50b0befbf1a93584cf64fbe94a925d3b
Goemon's Great Adventure (USA),GOEMONS GREAT ADV,NGME,0 (0x00),big,a16a6d76f7ba325ed35ecbeaafdeb637f1c1fe79205480f56f6cf3b744d5ba86
Golden Nugget 64 (USA),GOLDEN NUGGET 64,NGNE,0 (0x00),big,85bda93bf603585340170183811856116dde707641e541e1ff2943c2bf2772ce
GoldenEye 007 (Europe),GOLDENEYE,NGEP,0 (0x00),big,40ff3643d3ed0be1b0b88266d298f455c15bd5a6f1a520c9aa2650b5f4b349de
GoldenEye 007 (Japan),GOLDENEYE,NGEJ,0 (0x00),big,ec77080ba674068299afea2baf0530165c2a76192025a09c7abbb0b9614cd7ec
GoldenEye 007 (Japan) (Switch Online),GOLDENEYE,NGEJ,0 (0x00),big,272f656be04c38aa4e7b00bad8a6ea302b98f6a9c19e79773eef0f8ed6ebccf7
GoldenEye 007 (USA),GOLDENEYE,NGEE,0 (0x00),big,2cdcec8a9f0cb6e36337f3ee39d8ad105dc8afa6ba1c02d466e8f5b771f9a162
"GoldenEye 007 (USA, Europe) (Switch Online)",GOLDENEYE,NGEE,0 (0x00),big,57dc56aa4b8c66a85d6f83c3068960850dd81f8eaea309e1a7602cb969499fbc
Goldeneye X,GoldenEye X,NX7E,1 (0x01),big,a338cdf5a3f9653f47113ed2d2b620b9078a31b849e8c6bd91a1ac1997549467
"GT 64 - Championship Edition (Europe) (En,Fr,De)",GT64,NGCP,0 (0x00),big,928e0763465ddce8109720e529d22cf34fc9567ac965ebe03917e83871e52f28
GT 64 - Championship Edition (USA),GT64,NGCE,0 (0x00),big,50a81573e42213cde69a3b5179c562e4b17f6887e779411a74219d7714c2ad83
GT 64 - Championship Edition (USA) (Beta) (1998-05-25),GT64,NGCE,0 (0x00),big,27f8b1096217982402f612ebfbe01f56830795181bb50e542d8143fdfebb8bcf
Hamster Monogatari 64 (Japan),64,NHSJ,0 (0x00),big,8ebdd2ca91df12f73fb42845e07571ed746ad89d4d648ef11c58c14a0d6b0118
Hanabi de Doon! - Don-chan Puzzle (Japan),(empty),(unknown),0 (0x00),big,b47dc9acf860b8fe1c21e8a41f380202243382f3f3cb3ca9ddf618ae87e1997b
Harukanaru Augusta - Masters '98 (Japan),MASTERS'98,NM9J,0 (0x00),big,469ec8ff20deaacae51577106e7e301eb9d2b5dec86e9ec9b237ab7910d98709
Harvest Moon 64 (USA),HARVESTMOON64,NYWE,0 (0x00),big,15c570120bfaa97b4580762f5ee5939a56ba054e696925ea81ccfa55a022d2a6
Heiwa Pachinko World 64 (Japan),HEIWA  64,NHPJ,0 (0x00),big,e620a0c067ae2131784ad66c58661e3db988810ef9db997cf13fbb0d8fdaf406
"Hercules - The Legendary Journeys (Europe) (En,Fr,De,Es,It,Nl)",HERCULES,NHCP,0 (0x00),big,655bf0ba5eb75d4a21ddaaaf96d308ff11480eca9124140eb010048033bcf62a
Hercules - The Legendary Journeys (USA),HERCULES,NHCE,0 (0x00),big,8c7d23b9d9a349561f922c90aa128d85abf5ccafc696a2bcd36a434738bf72bc
Hercules - The Legendary Journeys (USA) (Beta 1),(empty),(unknown),0 (0x00),big,39f54f55d0a54a8c71597d9950de2422aba9e3a42a40ecf32a2a39359612c40c
Hercules - The Legendary Journeys (USA) (Beta 2),HERCULES,NHCE,0 (0x00),big,ca4603878ff685bef382b4184155179f6812cbe02c98b10569a3156970ffc0b0
Hexen (Europe),HEXEN,NHXP,0 (0x00),big,8f4a7fa1ac976d18aa764272b303c644b137046ad287e97f254f345c584f93eb
Hexen (France),HEXEN,NHXF,0 (0x00),big,d2dd8eacd6697d0ae9a5bea2d45ed6182eedc3bb7e4f71a9b8330d4fdd9304f7
Hexen (Germany),HEXEN,NHXD,0 (0x00),big,19269d49e2916c9a4ef29cc82941ad152b9ac0213b57efcf4478891293bb3aaf
Hexen (Japan),HEXEN,NHXJ,0 (0x00),big,3a87423ed5177eb61da932daabbe339fcf52a1574005579f90c08dd804a6aa04
Hexen (USA),HEXEN,NHXE,0 (0x00),big,68a16a82f7f404ea39540d6e23797cac4144494d1761c4a7701fb55571bb782e
"Hey You, Pikachu! (USA)","hey you, pikachu",NPGE,0 (0x00),big,9a255c6d36177283f1a72e3b2d57750b70f6c0f13c361fd60ae8545ab04aca43
Hi Pai Paradise (Japan),(empty),(unknown),0 (0x00),big,9221cb569109dab5a1409d4b43c2b9b6ad96bbd4b562f3e8b1189de6dcddd1aa
Hi Pai Paradise 2 (Japan),(empty),(unknown),0 (0x00),big,7e1190a9d90df3c378a92bfa575a7821f4496f2bebb642b3ae229633495e9f2e
Hiryuu no Ken Twin (Japan),(empty),NHKJ,0 (0x00),big,26245230ce49d044cef1bb77f63ceb4724d87b3c9bf4b43cf4ad79165e4ecca7
Holy Magic Century (Europe),Holy Magic Century,NETP,0 (0x00),big,a632d3d77817226e35c7e3bd0467207cbc65a5a2ff3fc27d4a14ea402e27d235
Holy Magic Century (France),Holy Magic Century,NETF,0 (0x00),big,6e861b0b50149ba9ccb751d06002728cac0610fc3147f0060369c6691f84b3ca
Holy Magic Century (Germany),Holy Magic Century,NETD,0 (0x00),big,047288fa8ff8b1490eb824ca82bb4662400e99312fb539bfbee0610bc697f62c
Hoshi no Kirby 64 (Japan),Kirby64,NK4J,0 (0x00),big,c01a3223483e7dad87db8e4b9a4b0860983585278b7295c92544849dab5258cb
Hoshi no Kirby 64 (Japan) (Rev 1),Kirby64,NK4J,1 (0x01),big,fa7418fced248219d386fb80cbfe1e1dbf77d6e7e820dcd226537c669e5e50d6
Hoshi no Kirby 64 (Japan) (Rev 2),Kirby64,NK4J,2 (0x02),big,b6cc5bcdc653198d73f3e82f766e6a4e0c3fcc1569bede79a2fdf0bc7ff22d8c
Hoshi no Kirby 64 (Japan) (Rev 3),Kirby64,NK4J,3 (0x03),big,81eba9acfb169db372a8c4f151f191ed434b64c0c505cf064f0dec9d4ac0ecb7
"Hot Wheels - Turbo Racing (Europe) (En,Fr,De)",HOT WHEELS TURBO,NHWP,0 (0x00),big,7beda0bb4ef2435aa097094c8622950d4bd34e786bdb6ae30ecd5f390875089f
Hot Wheels - Turbo Racing (USA),HOT WHEELS TURBO,NHWE,0 (0x00),big,cdedbe26e64ee9a85c214ae85dceb68d14f52d39a01583d8b6a100d206f172a6
HSV Adventure Racing! (Australia),HSV ADVENTURE RACING,NNSX,0 (0x00),big,c1ab44c36d2442d8f3e2123bd976a2c2768a0940ebe4ac14408db924241e5a6d
Human Grand Prix - The New Generation (Japan),HUMAN GRAND PRIX,NHGJ,0 (0x00),big,aafcfa30410daca5cf2b6a6315aa7fb0f717c8f36f77f0c059b3b89c8868c1e5
"Hybrid Heaven (Europe) (En,Fr,De)",HYBRID HEAVEN PAL,NHVP,0 (0x00),big,b8f74146e50eaf17aa7198fc70c27d85ecb4a494951ebef3f7a33352fb0ba7ff
Hybrid Heaven (Japan),HYBRID HEAVEN JP,NHYJ,0 (0x00),big,377d21f6a9d78def9edfa304da01d1b0a8d52c97dc20559b5bdedc16ef9125d3
Hybrid Heaven (USA),HYBRID HEAVEN USA,NHVE,0 (0x00),big,5476523049dd35c287cf05e0cc743cf5942dbc88d29bd7c351c220257bd18790
Hydro Thunder (Europe),Hydro Thunder,NHTP,0 (0x00),big,2fafd6786e8a60a4802f65d5b31ff0568f78438282331d00ae69822643c694c4
Hydro Thunder (France),Hydro Thunder,NHTF,0 (0x00),big,ba0bd67caa0968b70f18ca0e62fc2c41efd484d906df29d5d296302fe12c6d6f
Hydro Thunder (USA),HYDRO THUNDER,NHTE,0 (0x00),big,41703c97b3045ab9bd414a3c36e97617c3309a7695233eddf3e5c252936bc20e
Hydro Thunder (USA) (LodgeNet),Hydro Thunder,NHTG,0 (0x00),big,cc7e097a253347f254cbed0aa2f62cf8c3dc28f8b67c0f673459cecec32d53be
Hyper Olympics in Nagano 64 (Japan),NAGANO OLYMPICS,NH5J,0 (0x00),big,7acb7105170afe4a25b3167d1ec1010ae4384dee63c75ea64d16156e8b5edf7d
Ide Yosuke no Mahjong Juku (Japan),(empty),NIMJ,0 (0x00),big,ee36dc5adf5ccaa446e6148d8dc5f4519bdf1c225bf36cee30163a185caaa47c
Iggy-kun no Bura Bura Poyon (Japan),BURABURA POYON,NWBJ,0 (0x00),big,6b48035c9b6af0fde902ac8d5f29ca471ac040c8fab090be6142ae8ffd69284c
Iggy's Reckin' Balls (Europe),Iggy's Reckin' Balls,NWBP,0 (0x00),big,d4cb09595833b42ae9c8c4ceb3df5c35e0b013409cd57b11bac955e7b42dc5b1
Iggy's Reckin' Balls (USA),Iggy's Reckin' Balls,NWBE,0 (0x00),big,cd5fb12c0295f3911f688a2444152a2aadd417cf13f0fd89623f64eb36e630bc
Iggy's Reckin' Balls (USA) (Beta),reckinballs,NTUE,0 (0x00),big,7ee9782bffccc49380c489a0f02d8248440d478f7ad48c215328e28c4025e8bc
Indiana Jones and the Infernal Machine (Australia) (Proto),Indiana Jones,NIJP,0 (0x00),big,cd8b4e7f0ce4db07a2e40707b12f74989b3a0239857163bb9a47a40fbe581b22
Indiana Jones and the Infernal Machine (USA),Indiana Jones,NIJE,0 (0x00),big,6e127e592f098a28c92d2032d71c56af1412e5dd189fe792d9238b12a0928c59
Indy Racing 2000 (USA),INDY RACING 2000,NICE,0 (0x00),big,1a4672323200183efef8df6e9f4ec6bab230f76731407386a72dbebf6d984d08
In-Fisherman - Bass Hunter 64 (Europe),BASS HUNTER 64,NFHP,0 (0x00),big,ef0be65a822e0cd2c55cac4616e515a4c6bda3ee31b87ada2bf4e0b77a758af1
In-Fisherman - Bass Hunter 64 (USA),BASS HUNTER 64,NFHE,0 (0x00),big,58e01e561b72c55c20bcc36f02f5f9b52067c9ae09a9efee53c1453b68d7313f
"International Superstar Soccer 2000 (Europe) (En,De)",I.S.S.2000,NISX,0 (0x00),big,6ce6739b8ead149857c9442178a1ecd9b7f6d15b93a582c7208ca85d493817bf
"International Superstar Soccer 2000 (Europe) (Fr,It)",I.S.S.2000,NISY,0 (0x00),big,0424b77df0ddae3996bb3af88c17311b46addc4f510da1ae0e2197df03d50eda
"International Superstar Soccer 2000 (USA) (En,Es)",I.S.S.2000,NISE,0 (0x00),big,e18e87c062a66002c0cbd7e2dd793ef755609e70675d5679df0396d4b6c67850
"International Superstar Soccer 2000 (USA) (En,Es) (Rev 1)",I.S.S.2000,NISE,1 (0x01),big,801752ae26086adeaac81dda31e1688af805c9c42ec89ef0d520f6d437c0046f
International Superstar Soccer 64 (Europe),I S S 64,NJPP,0 (0x00),big,87cad89c16530762708eefa49e2c69d5690a406eab8d39554aaceca9efcc4574
International Superstar Soccer 64 (USA),I S S 64,NJPE,0 (0x00),big,9ffbfae5865f945da36a1a1a37a6b9b0e5bae21690fef0c5fc3f92a99e16b36f
International Superstar Soccer '98 (Europe),I.S.S.98,NWSP,0 (0x00),big,1825595b2b42a01c0cb83a00d71313695d83f705a0afc1deb9b6a6f097b02c0f
International Superstar Soccer '98 (Europe) (Beta) (1998-03-02),(empty),(unknown),0 (0x00),big,7540ee55ab721c657e86a73b4e98174e13d47880c35f003833cfe5b90a5124aa
International Superstar Soccer '98 (USA),I.S.S.98,NWSE,0 (0x00),big,b8a6ef570340ef4890e7122d8db4de421b9410e24a79bd3a314f1f8b5010d5f5
"International Track & Field - Summer Games (Europe) (En,Fr,De)",IT&F SUMMERGAMES,N3HP,0 (0x00),big,271aaf29620973642eaba225e762c92305f7f10285a21c08ef9d00f55bc8baa6
International Track & Field 2000 (USA),ITF 2000,N3HE,0 (0x00),big,a29933033fd245ae13dc0bac2f586cb08e1bc162912baaba45369cfde3274e15
Itoi Shigesato no Bass Tsuri No. 1 Kettei Ban! (Japan),BassFishingNo.1,NIBJ,0 (0x00),big,e7fda3937ef0b59775ca5caba9df750d7ba67a85722a175870a3f42ba0799af8
J.League Dynamite Soccer 64 (Japan),64,NDSJ,0 (0x00),big,47c52f44e7487be755d599254c46e5c4272cdb64464f14cd256d16289dca266b
J.League Eleven Beat 1997 (Japan),J 1997,NJEJ,0 (0x00),big,5a72795e2ef25f75578466e9b783cc9849c2469b50fce4d2e6e64924e108eaac
J.League Live 64 (Japan),J LEAGUE LIVE 64,NJLJ,0 (0x00),big,8472aae0167eceac08923de4b1f21d7a1302883cc0489ba03fe7d4d5e0db370d
J.League Tactics Soccer (Japan),TACTICS SOCCER,NSJJ,0 (0x00),big,2858be415c6df31e5d7cb439ea476bfc1464e1700f4757f3496246882f4d74e6
J.League Tactics Soccer (Japan) (Rev 1),TACTICS SOCCER,NSJJ,1 (0x01),big,bd2a45972912e2bb3f809eada128de9c9df66487aad56bf67fb0091126bae4da
Jangou Simulation Mahjong Dou 64 (Japan),64,NMAJ,0 (0x00),big,0551fa3be5a840309b1b84cb49174031a1c47cc14ab619a4464e16aaa53db327
Jeopardy! (USA),JEOPARDY!,NJOE,0 (0x00),big,2ebd827db509397f27c557e017bdcdaaed0a748a73babc25f322bb2faab66100
Jeremy McGrath Supercross 2000 (Europe),Jeremy McGrath Super,NCOP,0 (0x00),big,0aae47e4a9ae696f7bbd6446fc3b620cb1add70ea9d79a2d26f9693c5df0dd88
Jeremy McGrath Supercross 2000 (USA),Jeremy McGrath Super,NCOE,0 (0x00),big,bf5d67ce97052ee1b50928647d766eca388dbcfc69b1d7f4adeba7e8610f04e7
Jeremy McGrath Supercross 2000 (USA) (Beta),mc47.rom,NTUE,0 (0x00),big,ecfff6f16825c5aabb939b2448f0c138ceebd379d1ca64e0a8ef81d394ff0a37
"Jet Force Gemini (Europe) (En,Fr,De,Es)",JET FORCE GEMINI,NJFP,0 (0x00),big,0e8dce17d1df452787341e6f137d987048b6ba94459dfdfc1da815e332542d71
Jet Force Gemini (USA),JET FORCE GEMINI,NJFE,0 (0x00),big,159dde164c475976a3e527fbb20978431d4765f2c63019b3530c3aa8772595aa
Jet Force Gemini (USA) (Demo) (Kiosk),J F G DISPLAY,NJDE,0 (0x00),big,290c4d98e308afc8ab5cf4444de6c54c7cae2bc41d07e9fe8ae6a8bc4a9bebd6
Jikkyou G1 Stable (Japan),G1STABLE,NGSJ,0 (0x00),big,69a4153edb765c34f4959313be6614b18de950efd54e2d809cf6fbe938e0da78
Jikkyou G1 Stable (Japan) (Rev 1),G1STABLE,NGSJ,1 (0x01),big,4f21d245206efb17a208af9acabbd5e786705c668334ff293494853c785c0359
Jikkyou J.League 1999 - Perfect Striker 2 (Japan),PERFECT STRIKER2,NPSJ,0 (0x00),big,277742ddefd070cc789cf681895738e5d23a825fae7a0318de2e7c944356d607
Jikkyou J.League 1999 - Perfect Striker 2 (Japan) (Rev 1),PERFECT STRIKER2,NPSJ,1 (0x01),big,58671bbcd278749c5a98cd9f1562b600cfc96b6f4c8b9c488af9473c4e1e9115
Jikkyou J.League Perfect Striker (Japan),PERFECT STRIKER,NJPJ,0 (0x00),big,a2887e9cc91f1a434c3b0d5efc75568e8c6f328ac0a6e593a28fc7b7395465c9
Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan),PAWAPURO 2001B,NPEJ,0 (0x00),big,d2b20bf8e9ca537691d4b6deec803ed5f674f3853d67b19d94cb4407b6d265cf
Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan) (Rev 1),PAWAPURO 2001B,NPEJ,1 (0x01),big,d9361543b868271f96ca070e37bb99fc57373df30b88c07987ea2f890d1ee2af
Jikkyou Powerful Pro Yakyuu 2000 (Japan),PAWAPURO 2000,NPAJ,0 (0x00),big,209c2fb444e6a617b22cc41723da4502e30a8c00d9c3a367debff839ddc9df0b
Jikkyou Powerful Pro Yakyuu 2000 (Japan) (Rev 1),PAWAPURO 2000,NPAJ,1 (0x01),big,b09273e8271926f62ec051a9dbf17915d3674fba15dcda59f0dac5b5583a681f
Jikkyou Powerful Pro Yakyuu 4 (Japan),PAWAFURU PUROYAKYU4,NP4J,0 (0x00),big,f4d22c3968322a0a8b871431e407b520df75403ae9a069f27cc06cb5cf2b85eb
Jikkyou Powerful Pro Yakyuu 4 (Japan) (Beta) (1996-11-30),(empty),(unknown),0 (0x00),big,ff573185ac868da487adc666beafb76966691b82e9b8ca3457d113e34d725fb9
Jikkyou Powerful Pro Yakyuu 4 (Japan) (Rev 1),PAWAFURU PUROYAKYU4,NP4J,1 (0x01),big,3d53672b8c2c311902ea897d7c89418570d1c35387b1e845f8fbc0d9714cccab
Jikkyou Powerful Pro Yakyuu 5 (Japan),PAWAFURU PUROYAKYU5,NJ5J,0 (0x00),big,668ceaa2a444558725f186f2e0080685f941f43b466d02aaf2c1dfbdf6ba6569
Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 1),PAWAFURU PUROYAKYU5,NJ5J,1 (0x01),big,22f8dd87f59eb56c6f3ec00be9bf59e275c4dc10ce67d57716722cf9f183e611
Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 2),PAWAFURU PUROYAKYU5,NJ5J,2 (0x02),big,dc6654b03e80a986424a36943c7a87bed89cc3237a7351b2b2d285404aed00a1
Jikkyou Powerful Pro Yakyuu 6 (Japan),PAWAFURU PUROYAKYU6,NP6J,0 (0x00),big,a1bfce91126b3792567a1d1a66c40e08e7eabc3d0ccce2920253118d9ac0be8f
Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 1),PAWAFURU PUROYAKYU6,NP6J,1 (0x01),big,ac8a8f796b018cccc07a9cffe1dd904d4c164cbcbb9cffa41271620f346d75d8
Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 2),PAWAFURU PUROYAKYU6,NP6J,2 (0x02),big,c954df4098801649763119bf3e21ea21b1846ae0321f55813698fc8b2f53db73
Jikkyou World Soccer - World Cup France '98 (Japan),J.WORLD CUP 98,NWSJ,0 (0x00),big,3d3ceb9e812a624de169af4efe8728408d52898cbbb9759feceb39f1fca714b0
Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 1),J.WORLD CUP 98,NWSJ,1 (0x01),big,a16ed7eec2e0e79b443581e1cbb9d97dcd0e73d168a0f4b193176ee1aa5ef0ee
Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 2),J.WORLD CUP 98,NWSJ,2 (0x02),big,c9450fc1f47a691043cbb1d72184395ddabc493ee4aa38283cb836199341a3e5
Jikkyou World Soccer 3 (Japan),J WORLD SOCCER3,NJ3J,0 (0x00),big,1e5597a278e41ced15c613783c93d9af6d63f8900d09c01c8ca1e88bf22e8b84
Jikuu Senshi Turok (Japan),turok_dinosaur_hunte,NTUJ,0 (0x00),big,78cd7b8174f1e54bae8a77b1c1314a0a147752635b2c95668e34464fedcf4d2d
Jinsei Game 64 (Japan),JINSEI-GAME64,NJGJ,0 (0x00),big,bfa3cbe991967318eecabac89883427ec29cf071373e97751dccc99cd7efe70d
"John Romero's Daikatana (Europe) (En,Fr,De)",DAIKATANA,NDWP,0 (0x00),big,3bbf87a2fb2479996cd544758b38ac09861b77235fb8f35b31150e481966653b
John Romero's Daikatana (Japan),DAIKATANA,NDWJ,0 (0x00),big,d733debf3a38c643127d58e84b086f44948bd630bf6449030db8cea1ca51abf8
John Romero's Daikatana (USA),DAIKATANA,NDWE,0 (0x00),big,b7a2db013ff1e0628fec4dd87399eb01ede4a3f185be2e7653ff2e072bf42f6c
Kakutou Denshou - F-Cup Maniax (Japan),KAKUTOU DENSHOU,NFYJ,0 (0x00),big,aa4b4f7528a8f465ef0152652f86888790b6ab0ec0fdced22e349885afcdff64
Ken Griffey Jr.'s Slugfest (USA),KEN GRIFFEY SLUGFEST,NKJE,0 (0x00),big,85bea38c90d9f6e023afea3053207b46ed8397a55e682fad2727c744e645b6e5
Killer Instinct Gold (Europe),Killer Instinct Gold,NKIP,0 (0x00),big,a77af932a359c4cd9f17f38e22ebccb3e11ae3dfd58da2780fbdec780809a4c0
Killer Instinct Gold (USA),KILLER INSTINCT GOLD,NKIE,0 (0x00),big,660bc99b0023b731348535d160d894700fa4bab5b750dff70bd3ce79596f5793
Killer Instinct Gold (USA) (Rev 1),KILLER INSTINCT GOLD,NKIE,1 (0x01),big,6cb27a5e1be6e65a8959a1b35dcd92f6203b45a1aaf5bcf573452d027943266c
Killer Instinct Gold (USA) (Rev 2),Killer Instinct Gold,NKIE,2 (0x02),big,f80cae340efadf5725cd0f75441addb9186be9860267595be2b4a2d317b05f8a
King Hill 64 - Extreme Snowboarding (Japan),KING HILL 64,NSBJ,0 (0x00),big,bd5a3fc86952f24948d67bf55d5dc3dd62f4c9aa692670be508b3d06e7b2fda3
Kiratto Kaiketsu! 64 Tanteidan (Japan),64,N64J,0 (0x00),big,a0b6a57a5b966870259f163b8e617649f15278c864d6b16ad3c551198684e07d
Kirby 64 - The Crystal Shards (Europe),Kirby64,NK4P,0 (0x00),big,391a33a74dedffb870aad78c19d1d8c443f4b6963c582066ee77b14b343ba520
Kirby 64 - The Crystal Shards (USA),Kirby64,NK4E,0 (0x00),big,2f579751d7ad2824dfd8a6141570306bfaeda1cff40139ba231c30b8591d681c
Kirby 64 - The Crystal Shards (USA) (LodgeNet),Kirby64,NK4G,0 (0x00),big,d9791c17ea32134be19126827d4536bfcad1c681fe4351bf434f925035e72d89
Knife Edge - Nose Gunner (Europe),KNIFE EDGE,NKEP,0 (0x00),big,07578b1e624fce4ad366f1fc5c446e4516592da3a1f072730656ae0c5cdfd103
Knife Edge - Nose Gunner (Japan),KNIFE EDGE,NKEJ,0 (0x00),big,ab0ddac8fce7ba6dfd4f3cf83eb801a5bf64181515de9fb4fe42f91e0bcb8143
Knife Edge - Nose Gunner (USA),KNIFE EDGE,NKEE,0 (0x00),big,467fcb503f384d2479fb3a5fe22405089f56ecab38a3acd1a6aaf0d8b73372b5
Knockout Kings 2000 (Europe),Knockout Kings 2000,NKKP,0 (0x00),big,9b01ba8aae55151d3445bab551150c884959af7a4897566946b43f7bd6ae394f
Knockout Kings 2000 (USA),Knockout Kings 2000,NKKE,0 (0x00),big,e34165bdcfcf6dff6322ec6faf23f59ce38d43417573e6eb41233ebf7309e293
Kobe Bryant in NBA Courtside (Europe),NBA COURTSIDE,NNBP,0 (0x00),big,260f1a046ba71e42555bdb8a698a437d4a42acce09c10f1c03731c383f890381
Kobe Bryant in NBA Courtside (USA),NBA COURTSIDE,NNBE,0 (0x00),big,7b4970b3e94877b347722bb919ec5b7855bc819a91090388ffd5b62697229a26
Kuru Kuru Fever (Japan),(empty),(unknown),0 (0x00),big,b7b7d577e78796d78d7bb3a564a0d1e424f02e6d769854b81371e0ca804e0d0c
Last Legion UX (Japan),LASTLEGION UX,NLLJ,0 (0x00),big,cae4ea984be5b2f81c06a6815f8f20e63a1b7d5b4b089d55caf7cb1a9ed5b427
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es)",ZELDA MAJORA'S MASK,NZSP,0 (0x00),big,d64d412d595ca32a248320da56772291b6bac7bcd942752f357c4bba367685e6
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1)",ZELDA MAJORA'S MASK,NZSP,1 (0x01),big,f760c811e02b4951873a5919b3a1c84fda68e5042aa5d9f69ee8368ac72b0297
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Debug)",ZELDA MAJORA'S MASK,NZSP,1 (0x01),big,d56ab6b0e5351e60e57a625388e05b06abf61f74d6a133f714c3611436d15b57
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Wii Virtual Console)",ZELDA MAJORA'S MASK,NZSP,1 (0x01),big,9324080ea23a84763e2faef7cfabeb602c9dd6824e49776523e2066b6355e9f2
"Legend of Zelda, The - Majora's Mask (Europe) (GameCube)",ZELDA MAJORA'S MASK,NZSP,2 (0x02),big,1107372efe4843a66ad21ad9116decb969d7f878187b77d55ffeabdfee1024e9
"Legend of Zelda, The - Majora's Mask (USA)",ZELDA MAJORA'S MASK,NZSE,0 (0x00),big,efb1365b3ae362604514c0f9a1a2d11f5dc8688ba5be660a37debf5e3be43f2b
"Legend of Zelda, The - Majora's Mask (USA) (Demo) (Kiosk)",MAJORA'S MASK,NDLE,0 (0x00),big,d56fefd1e30ab2265649afc8570876251bad81575a9982c01aa62b8eb9e122e4
"Legend of Zelda, The - Majora's Mask (USA) (GameCube)",ZELDA MAJORA'S MASK,NZSE,0 (0x00),big,e951a0cd34c137267a6434c62b97947e62486212aab5dd412e17131428c6e5d5
"Legend of Zelda, The - Majora's Mask (USA) (LodgeNet)",ZELDA MAJORA'S MASK,NZSG,0 (0x00),big,346b519652aac3c561b3ac40d59312fb500122fc1f2ee3438c76ee22ee4c1048
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (En,Fr,De) (GameCube)",THE LEGEND OF ZELDA,NZLP,15 (0x0F),big,ed392a890d5fab1c4d6863c69a40df6ca966f568160f2b2a9a73e5d02a6e93c2
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (GameCube) (Debug)",THE LEGEND OF ZELDA,NZLP,15 (0x0F),big,dd30b6f31f764e024d5d79d6bf4c27f077a2ff917ae7d5e73f79e8967f64144e
"Legend of Zelda, The - Ocarina of Time - Master Quest (USA) (GameCube)",THE LEGEND OF ZELDA,CZLE,15 (0x0F),big,2a8d9dff460757a0f506a43db9b929510777ef690df620fb4364069a653372a8
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-13) (GameCube)",THE LEGEND OF ZELDA,NZLP,15 (0x0F),big,f2ed79515542faecfdb054cc5228b3f755bfa6c5fd4df52811240cbaaaa979e1
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-21) (GameCube) (Debug)",THE LEGEND OF ZELDA,NZLP,15 (0x0F),big,94bdeb4ab906db112078a902f4477e9712c4fe803c4efb98c7b97c3f950305ab
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De)",THE LEGEND OF ZELDA,NZLP,0 (0x00),big,f29d21e10f77c44d933f07ff6d0f593d4267925f1e6834ce55e239b6037549e7
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1)",THE LEGEND OF ZELDA,NZLP,1 (0x01),big,74f9266fd7fa23cc700b5b46a21fbe99cdc6ea10438bc4b48eeb625763b8611c
"Legend of Zelda, The - Ocarina of Time (Europe) (GameCube)",THE LEGEND OF ZELDA,NZLP,15 (0x0F),big,f788793d27aac3f8d91be5f242c4134217c615bfddd5c70384521ea2153435d2
